"Transaction","Item","period_day","weekday_weekend","Price","TotalNumber","Gender","Payment","Nationality","Time","Date","Age"
5337,"Medialuna","morning","weekday",43.23,1,"Male","Credit card","Vietnamese","08:54","01/26/2017",18
5338,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","09:15","01/26/2017",28
5339,"Bread","morning","weekday",1.61,4,"female","Online Wallet","Korean","09:36","01/26/2017",18
5339,"Coffee","morning","weekday",19.73,3,"female","Online Wallet","Korean","09:36","01/26/2017",18
5340,"Bread","morning","weekday",1.61,4,"female","Online Wallet","American","09:36","01/26/2017",22
5341,"Farm House","morning","weekday",40.82,1,"Male","Cash","Korean","09:48","01/26/2017",26
5342,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","09:49","01/26/2017",21
5342,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:49","01/26/2017",21
5342,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","09:49","01/26/2017",21
5342,"Cookies","morning","weekday",5.51,4,"Male","Credit card","Vietnamese","09:49","01/26/2017",21
5342,"Hot chocolate","morning","weekday",20.12,2,"Male","Credit card","Vietnamese","09:49","01/26/2017",21
5343,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:51","01/26/2017",23
5344,"Coffee","morning","weekday",19.73,3,"female","Cash","Korean","10:40","01/26/2017",25
5345,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","10:46","01/26/2017",19
5345,"Muffin","morning","weekday",7.18,4,"Male","Credit card","Vietnamese","10:46","01/26/2017",19
5345,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:46","01/26/2017",19
5346,"Muffin","morning","weekday",7.18,4,"Male","Credit card","Vietnamese","11:00","01/26/2017",17
5347,"Cookies","morning","weekday",5.51,4,"Male","Cash","American","11:05","01/26/2017",30
5347,"Juice","morning","weekday",28.3,2,"Male","Cash","American","11:05","01/26/2017",30
5348,"Cookies","morning","weekday",5.51,4,"Male","Cash","American","11:07","01/26/2017",21
5348,"Cookies","morning","weekday",5.51,4,"Male","Cash","American","11:07","01/26/2017",21
5348,"Coffee","morning","weekday",19.73,3,"Male","Cash","American","11:07","01/26/2017",21
5348,"Hot chocolate","morning","weekday",20.12,2,"Male","Cash","American","11:07","01/26/2017",21
5349,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","11:09","01/26/2017",18
5349,"Muffin","morning","weekday",7.18,4,"Male","Credit card","Vietnamese","11:09","01/26/2017",18
5349,"Cake","morning","weekday",20.24,2,"Male","Credit card","Vietnamese","11:09","01/26/2017",18
5349,"Juice","morning","weekday",28.3,2,"Male","Credit card","Vietnamese","11:09","01/26/2017",18
5349,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:09","01/26/2017",18
5350,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","11:11","01/26/2017",26
5350,"Muffin","morning","weekday",7.18,4,"Male","Credit card","Vietnamese","11:11","01/26/2017",26
5350,"Cake","morning","weekday",20.24,2,"Male","Credit card","Vietnamese","11:11","01/26/2017",26
5350,"Juice","morning","weekday",28.3,2,"Male","Credit card","Vietnamese","11:11","01/26/2017",26
5350,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:11","01/26/2017",26
5352,"Coffee","morning","weekday",19.73,3,"female","Online Wallet","American","11:17","01/26/2017",16
5353,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:18","01/26/2017",17
5353,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:18","01/26/2017",17
5353,"Toast","morning","weekday",31.53,2,"Male","Credit card","Vietnamese","11:18","01/26/2017",17
5354,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:19","01/26/2017",21
5354,"Hot chocolate","morning","weekday",20.12,2,"Male","Credit card","Vietnamese","11:19","01/26/2017",21
5354,"Art Tray","morning","weekday",35.66,2,"Male","Credit card","Vietnamese","11:19","01/26/2017",21
5354,"Sandwich","morning","weekday",10.13,3,"Male","Credit card","Vietnamese","11:19","01/26/2017",21
5355,"Juice","morning","weekday",28.3,2,"Male","Credit card","Vietnamese","11:20","01/26/2017",26
5355,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","11:20","01/26/2017",26
5355,"Muffin","morning","weekday",7.18,4,"Male","Credit card","Vietnamese","11:20","01/26/2017",26
5356,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:35","01/26/2017",26
5356,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:35","01/26/2017",26
5357,"Coffee","morning","weekday",19.73,3,"female","Online Wallet","Korean","11:54","01/26/2017",16
5358,"Coffee","afternoon","weekday",19.73,3,"Male","Online Wallet","Korean","12:13","01/26/2017",25
5358,"Coffee","afternoon","weekday",19.73,3,"Male","Online Wallet","Korean","12:13","01/26/2017",25
5358,"Cookies","afternoon","weekday",5.51,4,"Male","Online Wallet","Korean","12:13","01/26/2017",25
5359,"Bread","afternoon","weekday",1.61,4,"female","Online Wallet","Germany","12:18","01/26/2017",24
5359,"Baguette","afternoon","weekday",40.95,1,"female","Online Wallet","Germany","12:18","01/26/2017",24
5360,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:19","01/26/2017",19
5360,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:19","01/26/2017",19
5361,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:24","01/26/2017",25
5362,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:28","01/26/2017",20
5362,"Spanish Brunch","afternoon","weekday",47.45,1,"Male","Credit card","Vietnamese","12:28","01/26/2017",20
5363,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:29","01/26/2017",24
5363,"Muffin","afternoon","weekday",7.18,4,"Male","Credit card","Vietnamese","12:29","01/26/2017",24
5364,"Hot chocolate","afternoon","weekday",20.12,2,"Male","Credit card","Vietnamese","12:30","01/26/2017",23
5364,"Baguette","afternoon","weekday",40.95,1,"Male","Credit card","Vietnamese","12:30","01/26/2017",23
5365,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:36","01/26/2017",28
5365,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","12:36","01/26/2017",28
5365,"Medialuna","afternoon","weekday",43.23,1,"Male","Credit card","Vietnamese","12:36","01/26/2017",28
5366,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:41","01/26/2017",29
5367,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:58","01/26/2017",30
5367,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","12:58","01/26/2017",30
5367,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","12:58","01/26/2017",30
5368,"Bread","afternoon","weekday",1.61,4,"Male","Cash","Korean","13:12","01/26/2017",25
5368,"Medialuna","afternoon","weekday",43.23,1,"Male","Cash","Korean","13:12","01/26/2017",25
5369,"Chicken Stew","afternoon","weekday",8,4,"Male","Credit card","Vietnamese","13:16","01/26/2017",23
5370,"Spanish Brunch","afternoon","weekday",47.45,1,"Male","Credit card","Vietnamese","13:25","01/26/2017",30
5370,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","13:25","01/26/2017",30
5370,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:25","01/26/2017",30
5371,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","Germany","13:40","01/26/2017",26
5371,"Soup","afternoon","weekday",42.55,1,"Male","Cash","Germany","13:40","01/26/2017",26
5371,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","Germany","13:40","01/26/2017",26
5371,"Muffin","afternoon","weekday",7.18,4,"Male","Cash","Germany","13:40","01/26/2017",26
5372,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","13:41","01/26/2017",20
5372,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","13:41","01/26/2017",20
5372,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","13:41","01/26/2017",20
5373,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","13:42","01/26/2017",18
5373,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","13:42","01/26/2017",18
5373,"Muffin","afternoon","weekday",7.18,4,"Male","Credit card","Vietnamese","13:42","01/26/2017",18
5374,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","13:50","01/26/2017",27
5374,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:50","01/26/2017",27
5374,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","13:50","01/26/2017",27
5375,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","13:52","01/26/2017",20
5375,"Baguette","afternoon","weekday",40.95,1,"Male","Credit card","Vietnamese","13:52","01/26/2017",20
5376,"Pastry","afternoon","weekday",14.94,3,"Male","Credit card","Vietnamese","14:06","01/26/2017",29
5376,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","14:06","01/26/2017",29
5376,"Jam","afternoon","weekday",45.27,1,"Male","Credit card","Vietnamese","14:06","01/26/2017",29
5377,"Bread","afternoon","weekday",1.61,4,"Male","Cash","American","14:10","01/26/2017",19
5378,"Pastry","afternoon","weekday",14.94,3,"Male","Cash","Germany","14:16","01/26/2017",16
5379,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","14:39","01/26/2017",28
5379,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","14:39","01/26/2017",28
5380,"Chicken Stew","afternoon","weekday",8,4,"Male","Credit card","Vietnamese","15:08","01/26/2017",29
5380,"Spanish Brunch","afternoon","weekday",47.45,1,"Male","Credit card","Vietnamese","15:08","01/26/2017",29
5381,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","15:21","01/26/2017",22
5381,"Farm House","afternoon","weekday",40.82,1,"Male","Credit card","Vietnamese","15:21","01/26/2017",22
5382,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","15:26","01/26/2017",19
5382,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","15:26","01/26/2017",19
5383,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","15:39","01/26/2017",28
5383,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","15:39","01/26/2017",28
5383,"Medialuna","afternoon","weekday",43.23,1,"Male","Credit card","Vietnamese","15:39","01/26/2017",28
5384,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","15:58","01/26/2017",18
5384,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","15:58","01/26/2017",18
5384,"Cookies","afternoon","weekday",5.51,4,"Male","Credit card","Vietnamese","15:58","01/26/2017",18
5385,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","16:32","01/26/2017",23
5385,"Muffin","afternoon","weekday",7.18,4,"Male","Credit card","Vietnamese","16:32","01/26/2017",23
5386,"Bread","afternoon","weekday",1.61,4,"Male","Online Wallet","Korean","16:56","01/26/2017",29
5387,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","08:29","01/27/2017",23
5387,"Hot chocolate","morning","weekday",20.12,2,"Male","Credit card","Vietnamese","08:29","01/27/2017",23
5388,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","08:35","01/27/2017",30
5389,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","08:39","01/27/2017",30
5390,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","08:56","01/27/2017",17
5390,"Cookies","morning","weekday",5.51,4,"Male","Credit card","Vietnamese","08:56","01/27/2017",17
5391,"Coffee","morning","weekday",19.73,3,"Male","Online Wallet","Korean","09:00","01/27/2017",19
5391,"Toast","morning","weekday",31.53,2,"Male","Online Wallet","Korean","09:00","01/27/2017",19
5392,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","09:12","01/27/2017",17
5392,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","09:12","01/27/2017",17
5393,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:13","01/27/2017",30
5394,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:34","01/27/2017",22
5394,"Juice","morning","weekday",28.3,2,"Male","Credit card","Vietnamese","09:34","01/27/2017",22
5394,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","09:34","01/27/2017",22
5395,"Cookies","morning","weekday",5.51,4,"Male","Online Wallet","Germany","09:36","01/27/2017",17
5395,"Muffin","morning","weekday",7.18,4,"Male","Online Wallet","Germany","09:36","01/27/2017",17
5395,"Coffee","morning","weekday",19.73,3,"Male","Online Wallet","Germany","09:36","01/27/2017",17
5395,"Coffee","morning","weekday",19.73,3,"Male","Online Wallet","Germany","09:36","01/27/2017",17
5395,"Coffee","morning","weekday",19.73,3,"Male","Online Wallet","Germany","09:36","01/27/2017",17
5396,"Bread","morning","weekday",1.61,4,"Male","Cash","Germany","09:52","01/27/2017",30
5396,"Pastry","morning","weekday",14.94,3,"Male","Cash","Germany","09:52","01/27/2017",30
5397,"Medialuna","morning","weekday",43.23,1,"Male","Credit card","Vietnamese","09:54","01/27/2017",16
5398,"Farm House","morning","weekday",40.82,1,"Male","Credit card","Vietnamese","09:55","01/27/2017",16
5399,"The Nomad","morning","weekday",31.25,2,"Male","Online Wallet","Korean","10:15","01/27/2017",26
5399,"Spanish Brunch","morning","weekday",47.45,1,"Male","Online Wallet","Korean","10:15","01/27/2017",26
5399,"Tea","morning","weekday",26.05,2,"Male","Online Wallet","Korean","10:15","01/27/2017",26
5399,"Bread","morning","weekday",1.61,4,"Male","Online Wallet","Korean","10:15","01/27/2017",26
5400,"Coffee","morning","weekday",19.73,3,"female","Online Wallet","American","10:32","01/27/2017",30
5400,"Medialuna","morning","weekday",43.23,1,"female","Online Wallet","American","10:32","01/27/2017",30
5401,"Farm House","morning","weekday",40.82,1,"Male","Online Wallet","Germany","10:33","01/27/2017",27
5401,"Scandinavian","morning","weekday",39.34,2,"Male","Online Wallet","Germany","10:33","01/27/2017",27
5402,"Bread","morning","weekday",1.61,4,"female","Online Wallet","Korean","10:33","01/27/2017",27
5403,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:40","01/27/2017",20
5404,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:45","01/27/2017",19
5405,"Coffee","morning","weekday",19.73,3,"female","Cash","American","10:58","01/27/2017",30
5405,"Cookies","morning","weekday",5.51,4,"female","Cash","American","10:58","01/27/2017",30
5405,"Bread","morning","weekday",1.61,4,"female","Cash","American","10:58","01/27/2017",30
5406,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:02","01/27/2017",24
5406,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:02","01/27/2017",24
5406,"Juice","morning","weekday",28.3,2,"Male","Credit card","Vietnamese","11:02","01/27/2017",24
5407,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:05","01/27/2017",26
5407,"Medialuna","morning","weekday",43.23,1,"Male","Credit card","Vietnamese","11:05","01/27/2017",26
5407,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:05","01/27/2017",26
5408,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:06","01/27/2017",16
5408,"Toast","morning","weekday",31.53,2,"Male","Credit card","Vietnamese","11:06","01/27/2017",16
5409,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:11","01/27/2017",17
5409,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","11:11","01/27/2017",17
5409,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:11","01/27/2017",17
5410,"Farm House","morning","weekday",40.82,1,"Male","Credit card","Vietnamese","11:12","01/27/2017",29
5411,"Cake","morning","weekday",20.24,2,"Male","Credit card","Vietnamese","11:14","01/27/2017",28
5411,"Muffin","morning","weekday",7.18,4,"Male","Credit card","Vietnamese","11:14","01/27/2017",28
5411,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:14","01/27/2017",28
5411,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:14","01/27/2017",28
5411,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:14","01/27/2017",28
5412,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:22","01/27/2017",22
5413,"Bread","morning","weekday",1.61,4,"female","Cash","Korean","11:31","01/27/2017",22
5414,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:40","01/27/2017",25
5414,"Muffin","morning","weekday",7.18,4,"Male","Credit card","Vietnamese","11:40","01/27/2017",25
5415,"Sandwich","morning","weekday",10.13,3,"Male","Credit card","Vietnamese","11:52","01/27/2017",18
5416,"Pastry","afternoon","weekday",14.94,3,"Male","Credit card","Vietnamese","12:00","01/27/2017",23
5416,"Hot chocolate","afternoon","weekday",20.12,2,"Male","Credit card","Vietnamese","12:00","01/27/2017",23
5416,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:00","01/27/2017",23
5416,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","12:00","01/27/2017",23
5417,"Scone","afternoon","weekday",40.83,1,"Male","Credit card","Vietnamese","12:04","01/27/2017",18
5417,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:04","01/27/2017",18
5417,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:04","01/27/2017",18
5418,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:09","01/27/2017",16
5418,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:09","01/27/2017",16
5418,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","12:09","01/27/2017",16
